category,year_month,usdprice,base_price,price_index,mom_change_pct
"Daging, Ikan & Telur",2016-01,3.46,3.46,100.0,
"Daging, Ikan & Telur",2016-02,3.66,3.46,105.78034682080926,5.780346820809257
"Daging, Ikan & Telur",2016-03,3.55,3.46,102.60115606936415,-3.0054644808743314
"Daging, Ikan & Telur",2016-04,3.66,3.46,105.78034682080926,3.0985915492957927
"Daging, Ikan & Telur",2016-05,3.4000000000000004,3.46,98.26589595375724,-7.103825136612018
"Daging, Ikan & Telur",2016-06,3.65,3.46,105.49132947976878,7.352941176470562
"Daging, Ikan & Telur",2016-07,3.66,3.46,105.78034682080926,0.273972602739736
"Daging, Ikan & Telur",2016-08,3.675,3.46,106.21387283236994,0.4098360655737654
"Daging, Ikan & Telur",2016-09,3.43,3.46,99.13294797687861,-6.666666666666665
"Daging, Ikan & Telur",2016-10,3.725,3.46,107.65895953757226,8.600583090379011
"Daging, Ikan & Telur",2016-11,3.68,3.46,106.35838150289018,-1.2080536912751683
"Daging, Ikan & Telur",2016-12,3.6,3.46,104.0462427745665,-2.1739130434782483
"Daging, Ikan & Telur",2017-01,3.42,3.46,98.84393063583815,-5.000000000000016
"Daging, Ikan & Telur",2017-02,3.57,3.46,103.17919075144508,4.385964912280693
"Daging, Ikan & Telur",2017-03,3.74,3.46,108.09248554913296,4.761904761904789
"Daging, Ikan & Telur",2017-04,3.56,3.46,102.89017341040463,-4.812834224598939
"Daging, Ikan & Telur",2017-05,3.5149999999999997,3.46,101.58959537572254,-1.2640449438202306
"Daging, Ikan & Telur",2017-06,3.47,3.46,100.28901734104048,-1.2802275960170473
"Daging, Ikan & Telur",2017-07,3.48,3.46,100.57803468208093,0.28818443804032867
"Daging, Ikan & Telur",2017-08,3.48,3.46,100.57803468208093,0.0
"Daging, Ikan & Telur",2017-09,3.57,3.46,103.17919075144508,2.5862068965517127
"Daging, Ikan & Telur",2017-10,3.65,3.46,105.49132947976878,2.2408963585434316
"Daging, Ikan & Telur",2017-11,3.6,3.46,104.0462427745665,-1.3698630136986023
"Daging, Ikan & Telur",2017-12,3.56,3.46,102.89017341040463,-1.1111111111111294
"Daging, Ikan & Telur",2018-01,3.62,3.46,104.62427745664739,1.6853932584269593
"Daging, Ikan & Telur",2018-02,3.73,3.46,107.80346820809248,3.038674033149169
"Daging, Ikan & Telur",2018-03,3.55,3.46,102.60115606936415,-4.825737265415553
"Daging, Ikan & Telur",2018-04,3.69,3.46,106.64739884393065,3.943661971831003
"Daging, Ikan & Telur",2018-05,3.5949999999999998,3.46,103.90173410404624,-2.574525745257461
"Daging, Ikan & Telur",2018-06,3.55,3.46,102.60115606936415,-1.251738525730195
"Daging, Ikan & Telur",2018-07,3.57,3.46,103.17919075144508,0.5633802816901401
"Daging, Ikan & Telur",2018-08,3.59,3.46,103.75722543352602,0.5602240896358746
"Daging, Ikan & Telur",2018-09,3.64,3.46,105.20231213872833,1.392757660167132
"Daging, Ikan & Telur",2018-10,3.71,3.46,107.22543352601157,1.9230769230769162
"Daging, Ikan & Telur",2018-11,3.495,3.46,101.01156069364163,-5.795148247978432
"Daging, Ikan & Telur",2018-12,3.65,3.46,105.49132947976878,4.4349070100142995
"Daging, Ikan & Telur",2019-01,3.74,3.46,108.09248554913296,2.4657534246575574
"Daging, Ikan & Telur",2019-02,3.71,3.46,107.22543352601157,-0.8021390374331583
"Daging, Ikan & Telur",2019-03,3.7,3.46,106.9364161849711,-0.26954177897575704
"Daging, Ikan & Telur",2019-04,3.5199999999999996,3.46,101.73410404624276,-4.86486486486487
"Daging, Ikan & Telur",2019-05,3.55,3.46,102.60115606936415,0.8522727272727293
"Daging, Ikan & Telur",2019-06,3.49,3.46,100.86705202312139,-1.6901408450704092
"Daging, Ikan & Telur",2019-07,3.74,3.46,108.09248554913296,7.163323782234965
"Daging, Ikan & Telur",2019-08,3.565,3.46,103.03468208092485,-4.679144385026746
"Daging, Ikan & Telur",2019-09,3.67,3.46,106.0693641618497,2.94530154277699
"Daging, Ikan & Telur",2019-10,3.8,3.46,109.82658959537572,3.542234332425065
"Daging, Ikan & Telur",2019-11,3.68,3.46,106.35838150289018,-3.157894736842093
"Daging, Ikan & Telur",2019-12,3.75,3.46,108.38150289017341,1.902173913043459
"Daging, Ikan & Telur",2020-01,4.34,3.46,125.43352601156069,15.733333333333333
"Daging, Ikan & Telur",2020-02,4.23,3.46,122.25433526011562,-2.5345622119815503
"Daging, Ikan & Telur",2020-03,4.27,3.46,123.41040462427743,0.9456264775413281
"Daging, Ikan & Telur",2020-04,3.89,3.46,112.4277456647399,-8.899297423887553
"Daging, Ikan & Telur",2020-05,4.015,3.46,116.04046242774567,3.2133676092544805
"Daging, Ikan & Telur",2020-06,4.11,3.46,118.78612716763006,2.3661270236612575
"Daging, Ikan & Telur",2020-07,3.91,3.46,113.0057803468208,-4.866180048661805
"Daging, Ikan & Telur",2020-08,4.045,3.46,116.90751445086704,3.4526854219948833
"Daging, Ikan & Telur",2020-09,3.78,3.46,109.2485549132948,-6.551297898640285
"Daging, Ikan & Telur",2020-10,3.79,3.46,109.53757225433527,0.2645502645502784
"Daging, Ikan & Telur",2020-11,3.99,3.46,115.31791907514453,5.277044854881274
"Daging, Ikan & Telur",2020-12,3.97,3.46,114.73988439306359,-0.5012531328320913
"Daging, Ikan & Telur",2021-01,3.86,3.46,111.56069364161849,-2.770780856423194
"Daging, Ikan & Telur",2021-02,3.96,3.46,114.45086705202311,2.590673575129543
"Daging, Ikan & Telur",2021-03,3.89,3.46,112.4277456647399,-1.7676767676767402
"Daging, Ikan & Telur",2021-04,4.13,3.46,119.36416184971097,6.16966580976861
"Daging, Ikan & Telur",2021-05,3.94,3.46,113.87283236994219,-4.600484261501203
"Daging, Ikan & Telur",2021-06,3.95,3.46,114.16184971098266,0.2538071065989911
"Daging, Ikan & Telur",2021-07,4.015,3.46,116.04046242774567,1.6455696202531511
"Daging, Ikan & Telur",2021-08,3.74,3.46,108.09248554913296,-6.849315068493144
"Daging, Ikan & Telur",2021-09,3.89,3.46,112.4277456647399,4.010695187165791
"Daging, Ikan & Telur",2021-10,4.15,3.46,119.94219653179192,6.683804627249357
"Daging, Ikan & Telur",2021-11,4.01,3.46,115.89595375722543,-3.3734939759036298
"Daging, Ikan & Telur",2021-12,3.81,3.46,110.11560693641617,-4.987531172069836
"Daging, Ikan & Telur",2022-01,4.085,3.46,118.0635838150289,7.217847769028896
"Daging, Ikan & Telur",2022-02,4.1850000000000005,3.46,120.95375722543353,2.447980416156681
"Daging, Ikan & Telur",2022-03,4.22,3.46,121.96531791907515,0.8363201911588902
"Daging, Ikan & Telur",2022-04,4.25,3.46,122.83236994219652,0.7109004739336289
"Daging, Ikan & Telur",2022-05,4.175,3.46,120.66473988439306,-1.764705882352935
"Daging, Ikan & Telur",2022-06,4.14,3.46,119.65317919075144,-0.8383233532934131
"Daging, Ikan & Telur",2022-07,4.15,3.46,119.94219653179192,0.24154589371983004
"Daging, Ikan & Telur",2022-08,4.11,3.46,118.78612716763006,-0.9638554216867656
"Daging, Ikan & Telur",2022-09,4.09,3.46,118.20809248554913,-0.48661800486617945
"Daging, Ikan & Telur",2022-10,4.13,3.46,119.36416184971097,0.9779951100244322
"Daging, Ikan & Telur",2022-11,3.98,3.46,115.02890173410405,-3.6319612590798855
"Daging, Ikan & Telur",2022-12,4.07,3.46,117.63005780346822,2.261306532663321
"Daging, Ikan & Telur",2023-01,4.27,3.46,123.41040462427743,4.914004914004888
"Daging, Ikan & Telur",2023-02,4.22,3.46,121.96531791907515,-1.170960187353609
"Daging, Ikan & Telur",2023-03,4.3,3.46,124.27745664739885,1.8957345971563955
"Daging, Ikan & Telur",2023-04,4.3149999999999995,3.46,124.71098265895952,0.34883720930229956
"Daging, Ikan & Telur",2023-05,4.165,3.46,120.37572254335261,-3.476245654692911
"Daging, Ikan & Telur",2023-06,4.08,3.46,117.91907514450868,-2.0408163265306145
"Daging, Ikan & Telur",2023-07,4.28,3.46,123.69942196531794,4.90196078431373
"Daging, Ikan & Telur",2023-08,4.05,3.46,117.05202312138726,-5.373831775700966
"Daging, Ikan & Telur",2023-09,4.09,3.46,118.20809248554913,0.9876543209876631
"Daging, Ikan & Telur",2023-10,4.12,3.46,119.07514450867052,0.7334963325183352
"Daging, Ikan & Telur",2023-11,4.09,3.46,118.20809248554913,-0.7281553398058249
"Daging, Ikan & Telur",2023-12,4.21,3.46,121.67630057803468,2.933985330073363
"Daging, Ikan & Telur",2024-01,4.17,3.46,120.52023121387283,-0.9501187648456089
"Daging, Ikan & Telur",2024-02,4.0,3.46,115.60693641618498,-4.076738609112707
"Daging, Ikan & Telur",2024-03,3.82,3.46,110.40462427745665,-4.5000000000000036
"Daging, Ikan & Telur",2024-04,3.87,3.46,111.84971098265896,1.308900523560208
"Daging, Ikan & Telur",2024-05,3.95,3.46,114.16184971098266,2.067183462532296
"Daging, Ikan & Telur",2024-06,3.6,3.46,104.0462427745665,-8.860759493670878
"Daging, Ikan & Telur",2024-07,3.62,3.46,104.62427745664739,0.5555555555555314
"Daging, Ikan & Telur",2024-08,3.71,3.46,107.22543352601157,2.4861878453038777
"Daging, Ikan & Telur",2024-09,3.69,3.46,106.64739884393065,-0.5390835579514808
"Daging, Ikan & Telur",2024-10,3.6950000000000003,3.46,106.79190751445087,0.13550135501354532
"Daging, Ikan & Telur",2024-11,3.55,3.46,102.60115606936415,-3.9242219215155694
"Daging, Ikan & Telur",2024-12,3.62,3.46,104.62427745664739,1.9718309859154903
"Daging, Ikan & Telur",2025-01,3.49,3.46,100.86705202312139,-3.5911602209944715
"Daging, Ikan & Telur",2025-02,3.73,3.46,107.80346820809248,6.876790830945545
"Daging, Ikan & Telur",2025-03,3.66,3.46,105.78034682080926,-1.8766756032171483
"Daging, Ikan & Telur",2025-04,3.74,3.46,108.09248554913296,2.1857923497267784
"Daging, Ikan & Telur",2025-05,3.75,3.46,108.38150289017341,0.2673796791443639
"Daging, Ikan & Telur",2025-06,3.96,3.46,114.45086705202311,5.600000000000005
"Daging, Ikan & Telur",2025-07,3.8449999999999998,3.46,111.12716763005778,-2.90404040404042
"Daging, Ikan & Telur",2025-08,3.94,3.46,113.87283236994219,2.4707412223667236
"Daging, Ikan & Telur",2025-09,4.045,3.46,116.90751445086704,2.6649746192893398
"Daging, Ikan & Telur",2025-10,3.98,3.46,115.02890173410405,-1.606922126081567
"Daging, Ikan & Telur",2025-11,4.16,3.46,120.23121387283237,4.522613065326619
"Daging, Ikan & Telur",2025-12,4.04,3.46,116.76300578034682,-2.8846153846153855
"Daging, Ikan & Telur",2026-01,4.22,3.46,121.96531791907515,4.455445544554459
"Daging, Ikan & Telur",2026-02,4.5649999999999995,3.46,131.9364161849711,8.175355450236976
"Daging, Ikan & Telur",2026-03,2.88,3.46,83.23699421965318,-36.911281489594735
Kacang-kacangan,2016-01,1.03,1.03,100.0,
Kacang-kacangan,2016-02,1.08,1.03,104.85436893203884,4.854368932038833
Kacang-kacangan,2016-03,1.04,1.03,100.97087378640776,-3.703703703703709
Kacang-kacangan,2016-04,1.22,1.03,118.44660194174756,17.307692307692292
Kacang-kacangan,2016-05,1.2349999999999999,1.03,119.90291262135922,1.2295081967213184
Kacang-kacangan,2016-06,1.33,1.03,129.12621359223303,7.692307692307709
Kacang-kacangan,2016-07,1.35,1.03,131.06796116504856,1.5037593984962294
Kacang-kacangan,2016-08,1.37,1.03,133.0097087378641,1.4814814814814836
Kacang-kacangan,2016-09,1.38,1.03,133.98058252427182,0.7299270072992581
Kacang-kacangan,2016-10,1.2,1.03,116.50485436893203,-13.043478260869556
Kacang-kacangan,2016-11,1.22,1.03,118.44660194174756,1.6666666666666607
Kacang-kacangan,2016-12,1.255,1.03,121.84466019417475,2.868852459016402
Kacang-kacangan,2017-01,1.26,1.03,122.33009708737863,0.3984063745019917
Kacang-kacangan,2017-02,1.25,1.03,121.35922330097087,-0.7936507936507908
Kacang-kacangan,2017-03,1.21,1.03,117.4757281553398,-3.200000000000003
Kacang-kacangan,2017-04,1.21,1.03,117.4757281553398,0.0
Kacang-kacangan,2017-05,1.25,1.03,121.35922330097087,3.3057851239669533
Kacang-kacangan,2017-06,1.19,1.03,115.53398058252426,-4.800000000000004
Kacang-kacangan,2017-07,1.19,1.03,115.53398058252426,0.0
Kacang-kacangan,2017-08,1.13,1.03,109.70873786407766,-5.042016806722693
Kacang-kacangan,2017-09,1.17,1.03,113.59223300970874,3.539823008849563
Kacang-kacangan,2017-10,1.15,1.03,111.6504854368932,-1.7094017094017033
Kacang-kacangan,2017-11,1.13,1.03,109.70873786407766,-1.7391304347826209
Kacang-kacangan,2017-12,1.14,1.03,110.67961165048543,0.8849557522123908
Kacang-kacangan,2018-01,1.13,1.03,109.70873786407766,-0.8771929824561431
Kacang-kacangan,2018-02,1.14,1.03,110.67961165048543,0.8849557522123908
Kacang-kacangan,2018-03,1.14,1.03,110.67961165048543,0.0
Kacang-kacangan,2018-04,1.12,1.03,108.73786407766993,-1.7543859649122528
Kacang-kacangan,2018-05,1.08,1.03,104.85436893203884,-3.571428571428592
Kacang-kacangan,2018-06,1.05,1.03,101.94174757281553,-2.77777777777779
Kacang-kacangan,2018-07,1.1,1.03,106.79611650485437,4.761904761904767
Kacang-kacangan,2018-08,1.07,1.03,103.88349514563106,-2.7272727272727337
Kacang-kacangan,2018-09,1.11,1.03,107.76699029126213,3.738317757009346
Kacang-kacangan,2018-10,1.07,1.03,103.88349514563106,-3.603603603603611
Kacang-kacangan,2018-11,1.03,1.03,100.0,-3.738317757009335
Kacang-kacangan,2018-12,1.19,1.03,115.53398058252426,15.533980582524265
Kacang-kacangan,2019-01,1.07,1.03,103.88349514563106,-10.084033613445376
Kacang-kacangan,2019-02,1.08,1.03,104.85436893203884,0.9345794392523477
Kacang-kacangan,2019-03,1.09,1.03,105.8252427184466,0.92592592592593
Kacang-kacangan,2019-04,1.09,1.03,105.8252427184466,0.0
Kacang-kacangan,2019-05,1.05,1.03,101.94174757281553,-3.669724770642202
Kacang-kacangan,2019-06,1.04,1.03,100.97087378640776,-0.952380952380949
Kacang-kacangan,2019-07,1.04,1.03,100.97087378640776,0.0
Kacang-kacangan,2019-08,1.04,1.03,100.97087378640776,0.0
Kacang-kacangan,2019-09,1.06,1.03,102.9126213592233,1.9230769230769162
Kacang-kacangan,2019-10,1.05,1.03,101.94174757281553,-0.9433962264150941
Kacang-kacangan,2019-11,1.12,1.03,108.73786407766993,6.666666666666687
Kacang-kacangan,2019-12,1.09,1.03,105.8252427184466,-2.6785714285714524
Kacang-kacangan,2020-01,1.16,1.03,112.62135922330097,6.422018348623859
Kacang-kacangan,2020-02,1.15,1.03,111.6504854368932,-0.8620689655172376
Kacang-kacangan,2020-03,1.17,1.03,113.59223300970874,1.7391304347825987
Kacang-kacangan,2020-04,1.17,1.03,113.59223300970874,0.0
Kacang-kacangan,2020-05,1.21,1.03,117.4757281553398,3.4188034188034067
Kacang-kacangan,2020-06,1.16,1.03,112.62135922330097,-4.132231404958664
Kacang-kacangan,2020-07,1.13,1.03,109.70873786407766,-2.586206896551735
Kacang-kacangan,2020-08,1.14,1.03,110.67961165048543,0.8849557522123908
Kacang-kacangan,2020-09,1.13,1.03,109.70873786407766,-0.8771929824561431
Kacang-kacangan,2020-10,1.17,1.03,113.59223300970874,3.539823008849563
Kacang-kacangan,2020-11,1.2,1.03,116.50485436893203,2.564102564102555
Kacang-kacangan,2020-12,1.18,1.03,114.5631067961165,-1.6666666666666607
Kacang-kacangan,2021-01,1.19,1.03,115.53398058252426,0.8474576271186418
Kacang-kacangan,2021-02,1.21,1.03,117.4757281553398,1.680672268907557
Kacang-kacangan,2021-03,1.27,1.03,123.3009708737864,4.958677685950419
Kacang-kacangan,2021-04,1.29,1.03,125.24271844660196,1.5748031496063186
Kacang-kacangan,2021-05,1.24,1.03,120.3883495145631,-3.87596899224808
Kacang-kacangan,2021-06,1.24,1.03,120.3883495145631,0.0
Kacang-kacangan,2021-07,1.2349999999999999,1.03,119.90291262135922,-0.40322580645161255
Kacang-kacangan,2021-08,1.27,1.03,123.3009708737864,2.8340080971659853
Kacang-kacangan,2021-09,1.32,1.03,128.15533980582526,3.9370078740157632
Kacang-kacangan,2021-10,1.31,1.03,127.18446601941748,-0.757575757575768
Kacang-kacangan,2021-11,1.32,1.03,128.15533980582526,0.7633587786259666
